aluno10;0
aluno1010;0
aluno1012;0
aluno1013;0
aluno1014;0
aluno1015;1
aluno1016;0
aluno1018;1
aluno1019;1
aluno1020;0
aluno1022;0
aluno1023;0
aluno1024;0
aluno1025;0
aluno1026;1
aluno1027;0
aluno1028;0
aluno1029;0
aluno1030;0
aluno1031;0
aluno1032;0
aluno1033;0
aluno1038;0
aluno1044;0
aluno1051;0
aluno1058;0
aluno1068;0
aluno1069;0
aluno1078;0
aluno1087;0
aluno1102;0
aluno1103;0
aluno1126;0
aluno1132;0
aluno1136;0
aluno1148;1
aluno1150;0
aluno1151;0
aluno1173;0
aluno1177;0
aluno1187;0
aluno1192;0
aluno1201;0
aluno1202;0
aluno1204;0
aluno1205;0
aluno1206;0
aluno1207;1
aluno1208;0
aluno1209;0
aluno1210;0
aluno1212;0
aluno1213;0
aluno1214;0
aluno1215;0
aluno1216;0
aluno1218;0
aluno1219;0
aluno1220;0
aluno1222;0
aluno1224;1
aluno1225;0
aluno1226;0
aluno1227;0
aluno1230;0
aluno1232;0
aluno1234;1
aluno1237;0
aluno1238;0
aluno1239;1
aluno1240;0
aluno1241;0
aluno1242;0
aluno1245;0
aluno1899;0
aluno1914;0
aluno1917;0
aluno1918;0
aluno1919;0
aluno1920;0
aluno1924;0
aluno1925;1
aluno1927;1
aluno1928;0
aluno1937;0
aluno1941;0
aluno1944;0
aluno1946;0
aluno1949;0
aluno1950;0
aluno1951;0
aluno1952;0
aluno1954;0
aluno1960;0
aluno1966;0
aluno1969;0
aluno1970;0
aluno1978;0
aluno1984;0
aluno1985;0
aluno1986;0
aluno1988;0
aluno1989;0
aluno1991;0
aluno1992;0
aluno2001;0
aluno2002;0
aluno2009;0
aluno2010;0
aluno2014;0
aluno2017;0
aluno2020;1
aluno2024;0
aluno2027;0
aluno2029;0
aluno2031;0
aluno2033;1
aluno2036;0
aluno2037;0
aluno2038;0
aluno2041;0
aluno2042;0
aluno2043;0
aluno2045;0
aluno2046;0
aluno2048;0
aluno2050;1
aluno2053;0
aluno2055;1
aluno2056;0
aluno2061;0
aluno2063;0
aluno2065;0
aluno2066;0
aluno2069;0
aluno2083;0
aluno2087;1
aluno2088;0
aluno2091;0
aluno2094;0
aluno2095;0
aluno2096;0
aluno2100;0
aluno2104;0
aluno2107;0
aluno2115;0
aluno2122;1
aluno2124;0
aluno2127;0
aluno2129;0
aluno2133;0
aluno2138;0
aluno2139;0
aluno2141;1
aluno2147;0
aluno2150;0
aluno2168;0
aluno2169;0
aluno2172;0
aluno2182;0
aluno2184;0
aluno2185;0
aluno2187;0
aluno2192;0
aluno2199;0
aluno2206;0
aluno2211;0
aluno2213;0
aluno2215;0
aluno2223;0
aluno2232;0
aluno2241;0
aluno2242;0
aluno2247;0
aluno2251;0
aluno2254;1
aluno2265;0
aluno2266;0
aluno2267;1
aluno2268;0
aluno2271;0
aluno2273;0
aluno2281;0
aluno2284;0
aluno2286;0
aluno2288;0
aluno2294;0
aluno2295;0
aluno2296;1
aluno2300;0
aluno2304;0
aluno2309;0
aluno2312;1
aluno2314;0
aluno2318;0
aluno2321;1
aluno2325;0
aluno2326;1
aluno2327;0
aluno2330;0
aluno2355;0
aluno2373;0
aluno2376;0
aluno2387;0
aluno2397;0
aluno2399;0
aluno240;0
aluno2401;0
aluno2479;0
aluno2596;0
aluno2598;0
aluno2601;0
aluno2602;0
aluno2603;0
aluno2604;0
aluno2606;0
aluno2607;0
aluno2608;0
aluno2609;0
aluno2610;0
aluno2612;0
aluno2613;0
aluno2614;0
aluno2615;0
aluno2616;0
aluno2618;0
aluno2619;0
aluno2620;0
aluno2623;0
aluno2624;0
aluno2627;0
aluno2628;0
aluno2629;0
aluno263;0
aluno2630;0
aluno2631;0
aluno2633;0
aluno2634;0
aluno2637;0
aluno2638;0
aluno2639;0
aluno2640;0
aluno2641;0
aluno2642;0
aluno2643;0
aluno2644;0
aluno2646;0
aluno2648;0
aluno2649;0
aluno2650;0
aluno2651;0
aluno2652;0
aluno2653;0
aluno2654;0
aluno2655;0
aluno2656;1
aluno2657;0
aluno2659;0
aluno2662;0
aluno2663;1
aluno2664;0
aluno2665;0
aluno2666;0
aluno2667;0
aluno2668;0
aluno2670;1
aluno2672;0
aluno2673;0
aluno2674;0
aluno2675;0
aluno2676;0
aluno2677;0
aluno2678;0
aluno2679;0
aluno2681;0
aluno2683;0
aluno2684;0
aluno2685;0
aluno2687;0
aluno2688;0
aluno2690;0
aluno2691;0
aluno2693;0
aluno2694;0
aluno2695;0
aluno2697;0
aluno2698;0
aluno2699;0
aluno2701;0
aluno2702;0
aluno2703;0
aluno2704;0
aluno2706;0
aluno2707;0
aluno2708;0
aluno2709;0
aluno2710;0
aluno2711;0
aluno2712;0
aluno2713;0
aluno2715;0
aluno2716;0
aluno2717;1
aluno2718;0
aluno2719;1
aluno2720;0
aluno2722;0
aluno2723;0
aluno2724;0
aluno2725;0
aluno2727;1
aluno2729;0
aluno2730;0
aluno2733;1
aluno2734;0
aluno2735;0
aluno2737;0
aluno2738;0
aluno2739;0
aluno2740;0
aluno2745;0
aluno2748;0
aluno2749;0
aluno2750;0
aluno2753;0
aluno2754;0
aluno2755;0
aluno2757;0
aluno2763;0
aluno2767;0
aluno2768;0
aluno2769;1
aluno2770;0
aluno2771;0
aluno2773;0
aluno2775;0
aluno2776;0
aluno2777;1
aluno2778;0
aluno2779;0
aluno2780;0
aluno2781;0
aluno2783;0
aluno2784;0
aluno2785;0
aluno2786;0
aluno2787;0
aluno2788;0
aluno2789;0
aluno2791;0
aluno2794;0
aluno2795;0
aluno2796;0
aluno2797;0
aluno2798;0
aluno2799;0
aluno2800;0
aluno2802;0
aluno2803;0
aluno2804;0
aluno2805;0
aluno2806;0
aluno2807;0
aluno2808;0
aluno2809;0
aluno2811;0
aluno2813;0
aluno2814;0
aluno2815;0
aluno2816;0
aluno2817;0
aluno2818;0
aluno2819;0
aluno2820;1
aluno2821;0
aluno2822;0
aluno2823;0
aluno2824;0
aluno2825;0
aluno2828;1
aluno2829;0
aluno2830;0
aluno2833;0
aluno2834;0
aluno2836;0
aluno2837;0
aluno2838;1
aluno2839;0
aluno2840;0
aluno2842;0
aluno2843;0
aluno2844;0
aluno2845;1
aluno2846;0
aluno2847;0
aluno2848;0
aluno2849;0
aluno2852;0
aluno2853;1
aluno2854;0
aluno2856;0
aluno2857;0
aluno2858;1
aluno2859;0
aluno2863;0
aluno2864;0
aluno2865;1
aluno2866;0
aluno2867;0
aluno2868;0
aluno2871;0
aluno2873;0
aluno2874;0
aluno2875;0
aluno2876;0
aluno2877;0
aluno2878;1
aluno2879;0
aluno2882;0
aluno2883;0
aluno2884;0
aluno2886;0
aluno2887;0
aluno2888;0
aluno2889;0
aluno2891;0
aluno2892;0
aluno2893;0
aluno2896;0
aluno2897;0
aluno2898;0
aluno2899;1
aluno2901;0
aluno2902;0
aluno2903;0
aluno2904;0
aluno2905;0
aluno2906;1
aluno2907;0
aluno2909;0
aluno2911;0
aluno2914;1
aluno2916;0
aluno2918;0
aluno2919;0
aluno2920;0
aluno2922;0
aluno2923;0
aluno2928;0
aluno2929;0
aluno2932;0
aluno2933;0
aluno2934;0
aluno2935;0
aluno2936;0
aluno2938;0
aluno2940;1
aluno2941;0
aluno2942;1
aluno2943;0
aluno2944;0
aluno2946;0
aluno2948;0
aluno2958;1
aluno2960;0
aluno2961;0
aluno2963;0
aluno2964;0
aluno2965;0
aluno2966;0
aluno2967;0
aluno2968;0
aluno2969;1
aluno2970;0
aluno2971;0
aluno2972;1
aluno2973;0
aluno2974;0
aluno2975;0
aluno2976;0
aluno2977;0
aluno2978;0
aluno2979;0
aluno2981;0
aluno2982;0
aluno2984;0
aluno2988;0
aluno2989;1
aluno2994;0
aluno2996;0
aluno2997;0
aluno2999;1
aluno300;0
aluno3001;0
aluno3002;0
aluno3005;0
aluno3006;0
aluno3007;0
aluno3008;0
aluno3009;0
aluno3010;0
aluno3011;0
aluno3014;0
aluno3016;0
aluno3017;0
aluno3019;0
aluno3020;0
aluno3021;0
aluno3022;0
aluno3023;1
aluno3024;1
aluno3025;0
aluno3026;0
aluno3030;0
aluno3031;0
aluno3032;1
aluno3033;1
aluno3035;0
aluno3040;0
aluno3041;0
aluno3042;1
aluno3045;0
aluno3046;0
aluno3047;0
aluno3048;0
aluno3050;1
aluno3051;0
aluno3052;0
aluno3053;0
aluno3054;0
aluno3055;0
aluno3056;1
aluno3057;0
aluno3058;1
aluno3059;0
aluno3061;0
aluno3062;0
aluno3063;0
aluno3064;0
aluno3065;0
aluno3066;0
aluno3067;1
aluno3069;0
aluno3072;0
aluno3074;0
aluno3075;0
aluno3076;0
aluno3078;0
aluno3081;0
aluno3083;1
aluno3085;0
aluno3086;0
aluno3087;0
aluno3088;0
aluno3090;0
aluno3094;0
aluno3095;0
aluno3098;0
aluno3099;0
aluno3101;1
aluno3102;1
aluno3103;0
aluno3104;0
aluno3106;0
aluno3108;1
aluno3110;0
aluno3111;0
aluno3115;0
aluno3116;0
aluno3117;0
aluno3123;0
aluno3124;0
aluno3127;0
aluno3130;1
aluno3134;0
aluno3136;0
aluno3138;0
aluno3139;0
aluno3140;1
aluno3143;0
aluno3145;0
aluno3147;1
aluno3149;1
aluno3152;0
aluno3154;0
aluno3156;1
aluno3157;0
aluno3159;0
aluno3160;0
aluno3162;0
aluno3163;0
aluno3164;0
aluno3165;0
aluno3168;0
aluno3175;0
aluno3178;0
aluno3191;0
aluno3195;0
aluno3197;0
aluno3198;1
aluno3200;0
aluno3201;0
aluno3209;0
aluno3210;0
aluno3211;0
aluno3217;0
aluno3219;0
aluno3220;0
aluno3221;0
aluno3223;0
aluno3224;0
aluno3225;0
aluno3229;0
aluno3230;0
aluno3231;0
aluno3233;1
aluno3235;0
aluno3236;0
aluno3239;0
aluno3242;0
aluno3245;0
aluno3247;0
aluno3248;0
aluno3249;1
aluno3251;1
aluno3252;0
aluno3253;0
aluno3256;0
aluno3257;0
aluno3258;0
aluno3259;1
aluno3260;0
aluno3261;0
aluno3262;1
aluno3263;0
aluno3265;0
aluno3268;0
aluno3269;0
aluno3272;0
aluno3273;0
aluno3274;1
aluno3275;0
aluno3280;0
aluno3281;0
aluno3282;0
aluno3283;0
aluno3284;0
aluno3285;0
aluno3286;1
aluno3287;0
aluno3289;0
aluno3291;0
aluno3294;0
aluno3298;0
aluno3299;0
aluno3301;0
aluno3303;0
aluno3305;0
aluno3306;0
aluno3310;0
aluno3311;1
aluno3313;1
aluno3317;0
aluno3319;0
aluno3321;0
aluno3322;0
aluno3324;0
aluno3325;0
aluno3327;0
aluno3330;0
aluno3331;1
aluno3332;0
aluno3333;0
aluno3334;1
aluno3335;0
aluno3336;0
aluno3337;0
aluno3338;0
aluno3339;0
aluno3349;0
aluno3350;0
aluno3351;0
aluno3354;0
aluno3355;0
aluno3357;0
aluno3358;0
aluno3360;0
aluno3362;0
aluno3364;1
aluno3366;0
aluno3370;0
aluno3378;0
aluno3382;0
aluno3390;0
aluno3396;0
aluno3400;0
aluno3401;0
aluno3406;0
aluno3408;0
aluno3411;0
aluno3412;0
aluno3414;0
aluno3417;0
aluno3424;1
aluno3425;1
aluno3460;0
aluno3462;0
aluno3463;0
aluno3468;0
aluno3471;0
aluno3473;0
aluno3476;0
aluno3477;0
aluno3478;0
